37,Sea Dragon Serpentra,Attk Power,14,28,42,56,70
37,Sea Dragon Serpentra,Magic Attk,14,28,42,56,70
37,Sea Dragon Serpentra,Str,9,18,28,37,47
37,Sea Dragon Serpentra,Agi,9,18,28,37,47
37,Sea Dragon Serpentra,Int,7,14,21,28,35
37,Sea Dragon Serpentra,Vit,5,11,17,23,29
37,Sea Dragon Serpentra,Final Damage,8,16,24,32,40
37,Sea Dragon Serpentra,Crystal of Power,36,72,108,144,180
Archbishop Nest
Card No.,Monster Card,Status,Value for each Rarity
38,Shaman Lich Andara,Crit,23,47,71,95,119
38,Shaman Lich Andara,Max HP,89,178,267,356,446
38,Shaman Lich Andara,Max MP,95,191,286,382,478
38,Shaman Lich Andara,Crystal of Power,9,18,27,36,45
39,Golem Toadstool,Vit,1,2,4,5,7
39,Golem Toadstool,Defense,19,39,59,79,99
39,Golem Toadstool,Crit Resist,15,31,46,62,78
39,Golem Toadstool,Max HP,81,163,245,327,409
39,Golem Toadstool,Crystal of Power,9,18,27,36,45
40,Treacherous Preacher Adolf,Magic Def,19,39,59,79,99
40,Treacherous Preacher Adolf,Crit,20,41,61,82,103
40,Treacherous Preacher Adolf,Para Resist,52,104,156,208,260
40,Treacherous Preacher Adolf,Crystal of Power,9,18,27,36,45
41,Vengeful Assassin Bonita,Agi,2,4,6,8,10
41,Vengeful Assassin Bonita,Crit,26,53,79,106,133
41,Vengeful Assassin Bonita,Crit Resist,53,107,160,214,268
41,Vengeful Assassin Bonita,Crystal of Power,9,18,27,36,45
42,Cold-Blooded Magician Rasputin,Int,1,3,4,6,8
42,Cold-Blooded Magician Rasputin,Magic Attk,2,5,8,11,14
42,Cold-Blooded Magician Rasputin,Paralyze,22,44,66,88,110
42,Cold-Blooded Magician Rasputin,Para Resist,22,44,66,88,110
42,Cold-Blooded Magician Rasputin,Max MP,88,176,264,352,440
42,Cold-Blooded Magician Rasputin,Crystal of Power,9,18,27,36,45
43,Fallen Sage Ballius,Vit,1,2,4,5,7
43,Fallen Sage Ballius,Attk Power,2,5,8,11,14
43,Fallen Sage Ballius,Magic Attk,2,5,8,11,14
43,Fallen Sage Ballius,Crit Resist,28,56,84,112,140
43,Fallen Sage Ballius,Max MP,58,117,175,234,293
43,Fallen Sage Ballius,Crystal of Power,9,18,27,36,45
44,Resurrected Punisher Brass,Str,2,4,6,8,10
44,Resurrected Punisher Brass,Defense,9,18,28,37,47
44,Resurrected Punisher Brass,Magic Def,9,18,28,37,47
44,Resurrected Punisher Brass,Crit Resist,10,20,30,40,50
44,Resurrected Punisher Brass,Max HP,111,222,333,444,555
44,Resurrected Punisher Brass,Crystal of Power,9,18,27,36,45
45,Archbishop Kazalman,Int,2,5,8,11,14
45,Archbishop Kazalman,Magic Attk,6,13,20,27,34
45,Archbishop Kazalman,Crit Resist,47,94,141,188,235
45,Archbishop Kazalman,Max HP,47,94,141,188,235
45,Archbishop Kazalman,MP Recovery,1,2,3,4,5
45,Archbishop Kazalman,Crystal of Power,18,36,54,72,90
46,Golem Fujinorth,Str,3,7,10,14,18
46,Golem Fujinorth,Attk Power,6,13,20,27,34
46,Golem Fujinorth,Defense,24,49,74,99,124
46,Golem Fujinorth,Crit,27,54,82,109,137
46,Golem Fujinorth,Stun Resist,55,111,166,222,278
46,Golem Fujinorth,Crystal of Power,18,36,54,72,90
Gigantes Nest
Card No.,Monster Card,Status,Value for each Rarity
47,Gatekeeper Quercus,Agi,1,3,5,7,9
47,Gatekeeper Quercus,Vit,1,2,3,4,6
47,Gatekeeper Quercus,Attk Power,3,6,10,13,17
47,Gatekeeper Quercus,Defense,23,46,70,93,117
47,Gatekeeper Quercus,Crystal of Power,9,18,27,36,45
48,Watcher Blanco 04,Int,1,2,4,5,7
48,Watcher Blanco 04,Magic Def,13,27,40,54,68
48,Watcher Blanco 04,Max HP,155,310,465,620,775
48,Watcher Blanco 04,Crystal of Power,9,18,27,36,45
49,Immoral Ghost,Int,1,2,4,5,7
49,Immoral Ghost,Magic Attk,3,6,10,13,17
49,Immoral Ghost,Magic Def,18,37,55,74,93
49,Immoral Ghost,Crit Resist,39,78,118,157,197
49,Immoral Ghost,Crystal of Power,9,18,27,36,45
50,Slave Leader Constan,Agi,2,4,6,8,10
50,Slave Leader Constan,Magic Def,11,23,35,47,59,,,,t
50,Slave Leader Constan,Crit,17,34,51,68,86
50,Slave Leader Constan,Stun Resist,48,96,145,193,242
50,Slave Leader Constan,Crystal of Power,9,18,27,36,45
51,Gigantes Maha,Str,3,7,10,14,18
51,Gigantes Maha,Vit,2,5,8,11,14
51,Gigantes Maha,Defense,24,49,73,98,123
51,Gigantes Maha,Max HP,95,190,286,381,477
51,Gigantes Maha,Max MP,102,204,306,408,511
51,Gigantes Maha,Crystal of Power,18,36,54,72,90
Green Dragon Nest
Card No.,Monster Card,Status,Value for each Rarity
52,Bishop Gaius,Int,4,8,13,17,22
52,Bishop Gaius,Vit,3,6,9,12,16
52,Bishop Gaius,Magic Def,39,78,117,156,196
52,Bishop Gaius,Paralyze,37,74,112,149,187
52,Bishop Gaius,Para Resist,37,74,112,149,187
52,Bishop Gaius,Max MP,175,351,527,703,879
52,Bishop Gaius,Crystal of Power,27,54,81,108,135
53,Golem Morgon,Vit,3,6,9,12,16
53,Golem Morgon,Attk Power,12,25,38,51,64
53,Golem Morgon,Defense,56,112,168,224,280
53,Golem Morgon,Stun,101,202,304,405,507
53,Golem Morgon,Crystal of Power,27,54,81,108,135
54,White-eyes Krakes,Magic Attk,8,16,24,32,40
54,White-eyes Krakes,Crit,41,82,123,164,205
54,White-eyes Krakes,Paralyze,141,282,423,564,706
54,White-eyes Krakes,Max HP,246,492,738,984,1231
54,White-eyes Krakes,Crystal of Power,27,54,81,108,135
55,Swamp Queen Zabel,Str,7,14,21,28,36
55,Swamp Queen Zabel,Agi,7,14,21,28,36
55,Swamp Queen Zabel,Attk Power,10,20,31,41,52
55,Swamp Queen Zabel,Para Resist,111,222,333,444,556
55,Swamp Queen Zabel,Crystal of Power,27,54,81,108,135
56,Sorcerer Karahan,Int,6,13,20,27,34
56,Sorcerer Karahan,Magic Attk,10,20,31,41,52
56,Sorcerer Karahan,Stun Resist,103,207,311,415,519
56,Sorcerer Karahan,MP Recovery,1,2,3,4,5
56,Sorcerer Karahan,Crystal of Power,27,54,81,108,135
57,Green Dragon Karahan,Attk Power,20,40,60,80,100
57,Green Dragon Karahan,Magic Attk,20,40,60,80,100
57,Green Dragon Karahan,Str,14,28,42,56,70
57,Green Dragon Karahan,Agi,14,28,42,56,70
57,Green Dragon Karahan,Int,10,20,31,41,52
57,Green Dragon Karahan,Vit,8,16,25,33,42
57,Green Dragon Karahan,Final Damage,12,24,36,48,60
57,Green Dragon Karahan,Crystal of Power,54,108,162,216,270
Professor K Nest
Card No.,Monster Card,Status,Value for each Rarity
58,Experiment No.287 Upgraded Tenakrun,Crit,31,63,94,126,158
58,Experiment No.287 Upgraded Tenakrun,Max HP,94,188,282,376,471
58,Experiment No.287 Upgraded Tenakrun,Max MP,101,202,303,404,505
58,Experiment No.287 Upgraded Tenakrun,Crystal of Power,9,18,27,36,45
59,Experiment No.171 Kalamari Dienu,Int,1,3,5,7,9
59,Experiment No.171 Kalamari Dienu,Magic Def,34,68,102,136,170
59,Experiment No.171 Kalamari Dienu,Max HP,115,231,347,463,579
59,Experiment No.171 Kalamari Dienu,Crystal of Power,9,18,27,36,45
60,Experiment No.172 Kalamari Elube,Crit,16,33,50,67,84
60,Experiment No.172 Kalamari Elube,Magic Def,26,52,79,105,132
60,Experiment No.172 Kalamari Elube,Para Resist,66,132,198,264,330
60,Experiment No.172 Kalamari Elube,Crystal of Power,9,18,27,36,45
61,Experiment No.60 Proto Omega,Agi,2,5,8,11,14
61,Experiment No.60 Proto Omega,Crit,16,33,50,67,84
61,Experiment No.60 Proto Omega,Crit Resist,96,192,288,384,480
61,Experiment No.60 Proto Omega,Crystal of Power,9,18,27,36,45
62,Little Fairy Queen Lantana,Str,2,5,8,11,14
62,Little Fairy Queen Lantana,Agi,2,5,8,11,14
62,Little Fairy Queen Lantana,Paralyze,18,36,54,72,90
62,Little Fairy Queen Lantana,Para Resist,36,72,108,144,181
62,Little Fairy Queen Lantana,Max MP,101,202,303,404,506
62,Little Fairy Queen Lantana,Crystal of Power,9,18,27,36,45
63,Experiment No.665 Super Strong XXXX,Agi,3,6,9,12,16
63,Experiment No.665 Super Strong XXXX,Vit,1,3,4,6,8
63,Experiment No.665 Super Strong XXXX,Attk Power,4,9,13,18,23
63,Experiment No.665 Super Strong XXXX,Defense,28,57,85,114,143
63,Experiment No.665 Super Strong XXXX,Crystal of Power,9,18,27,36,45
64,Professor K,Str,4,9,14,19,24
64,Professor K,Vit,4,8,12,16,20
64,Professor K,Defense,24,48,72,96,120
64,Professor K,Max HP,147,295,443,591,739
64,Professor K,Max MP,158,316,475,633,792
64,Professor K,Crystal of Power,18,36,54,72,90
Chaos Resting Place (Tomb Invader)
Card No.,Monster Card,Status,Value for each Rarity
65,Cursed Soul Hero,Vit,3,6,9,12,15
65,Cursed Soul Hero,Attk Power,1,3,5,7,9
65,Cursed Soul Hero,Magic Attk,1,3,5,7,9
65,Cursed Soul Hero,Crit Resist,31,62,94,125,157
65,Cursed Soul Hero,Max MP,101,202,303,404,506
65,Cursed Soul Hero,Crystal of Power,9,18,27,36,45
66,Cursed Soul Chemise,Int,3,7,11,15,19
66,Cursed Soul Chemise,Magic Attk,9,18,27,36,45
66,Cursed Soul Chemise,Crit Resist,71,143,214,286,358
66,Cursed Soul Chemise,Max HP,27,54,81,108,135
66,Cursed Soul Chemise,MP Recovery,1,2,3,4,6
66,Cursed Soul Chemise,Crystal of Power,18,36,54,72,90
Typhoon Kim Nest
Card No.,Monster Card,Status,Value for each Rarity
67,Gardener Garland,Str,2,5,7,10,13
67,Gardener Garland,Defense,12,25,37,50,63
67,Gardener Garland,Magic Def,12,25,37,50,63
67,Gardener Garland,Crit Resist,20,40,60,80,110
67,Gardener Garland,Max HP,147,295,442,590,738
67,Gardener Garland,Crystal of Power,9,18,27,36,45
68,Blacksmith Little John,Vit,1,3,5,7,9
68,Blacksmith Little John,Defense,26,52,79,105,132
68,Blacksmith Little John,Crit Resist,27,55,83,111,139
68,Blacksmith Little John,Max HP,81,163,245,327,409
68,Blacksmith Little John,Crystal of Power,9,18,27,36,45
69,Orc Kim Trio,Agi,3,7,11,15,19
69,Orc Kim Trio,Magic Def,15,31,46,62,78
69,Orc Kim Trio,Crit,22,45,68,91,114
69,Orc Kim Trio,Stun Resist,39,78,117,156,196
69,Orc Kim Trio,Crystal of Power,9,18,27,36,45
70,Harpy Dark Mage,Int,1,3,5,7,9
70,Harpy Dark Mage,Magic Attk,4,8,12,16,20
70,Harpy Dark Mage,Magic Def,24,49,74,99,124
70,Harpy Dark Mage,Crit Resist,46,92,139,185,232
70,Harpy Dark Mage,Crystal of Power,9,18,27,36,45
71,Typhoon Kim,Str,4,9,14,19,24
71,Typhoon Kim,Attk Power,9,18,27,36,45
71,Typhoon Kim,Stun,26,52,79,105,132
71,Typhoon Kim,Crit,36,72,108,145,182
71,Typhoon Kim,Paralyze,95,191,286,382,478
71,Typhoon Kim,Crystal of Power,18,36,54,72,90
Desert Dragon Nest
Card No.,Monster Card,Status,Value for each Rarity
72,Spitflower Ignis,Str,3,6,9,12,15
72,Spitflower Ignis,Agi,1,2,4,5,7
72,Spitflower Ignis,Attk Power,10,20,30,40,50
72,Spitflower Ignis,Defense,74,148,223,297,372
72,Spitflower Ignis,Paralyze,167,334,501,668,836
72,Spitflower Ignis,Stun Resist,170,350,520,700,880
72,Spitflower Ignis,Crystal of Power,27,54,81,108,135
73,Storm Master Zuu,Agi,4,8,12,16,20
73,Storm Master Zuu,Int,4,8,12,16,20
73,Storm Master Zuu,Vit,6,12,18,24,31
73,Storm Master Zuu,Magic Def,52,104,156,208,261
73,Storm Master Zuu,Stun Resist,63,127,190,254,318
73,Storm Master Zuu,Max MP,202,405,607,810,1013
73,Storm Master Zuu,Crystal of Power,27,54,81,108,135
74,Canyon Guardian Abubbah,Magic Attk,10,21,31,42,53
74,Canyon Guardian Abubbah,Stun,228,456,684,912,1141
74,Canyon Guardian Abubbah,Crit,41,82,123,164,205
74,Canyon Guardian Abubbah,Max HP,80,160,240,320,400
74,Canyon Guardian Abubbah,Max MP,80,160,240,320,400
74,Canyon Guardian Abubbah,Crystal of Power,27,54,81,108,135
75,Sandworm Hazal,Str,9,19,28,38,48
75,Sandworm Hazal,Agi,9,19,28,38,48
75,Sandworm Hazal,Attk Power,13,27,41,55,69
75,Sandworm Hazal,Stun Resist,17,34,51,68,85
75,Sandworm Hazal,Crystal of Power,27,54,81,108,135
76,Loyal Follower Kajif,Int,9,18,27,36,45
76,Loyal Follower Kajif,Magic Attk,13,27,41,55,69
76,Loyal Follower Kajif,Stun Resist,151,302,454,605,757
76,Loyal Follower Kajif,MP Recovery,1,2,3,4,5
76,Loyal Follower Kajif,Crystal of Power,27,54,81,108,135
77,Desert Dragon Jakard,Attk Power,27,54,81,108,135
77,Desert Dragon Jakard,Magic Attk,27,54,81,108,135
77,Desert Dragon Jakard,Str,25,50,75,100,125
77,Desert Dragon Jakard,Agi,25,50,75,100,125
77,Desert Dragon Jakard,Int,19,38,57,76,95
77,Desert Dragon Jakard,Vit,15,30,45,60,75
77,Desert Dragon Jakard,Final Damage,16,33,49,66,83
77,Desert Dragon Jakard,Crystal of Power,54,108,162,216,270
Guardian Nest
Card No.,Monster Card,Status,Value for each Rarity
78,Arch Frogolin Augur,Int,1,2,3,4,6
78,Arch Frogolin Augur,Vit,1,2,3,4,5
78,Arch Frogolin Augur,Magic Def,24,49,74,99,124
78,Arch Frogolin Augur,Max HP,143,287,431,575,719
78,Arch Frogolin Augur,Max MP,66,132,199,265,332
78,Arch Frogolin Augur,Crystal of Power,9,18,27,36,45
79,Furious Aera Venom,Str,1,3,4,6,8
79,Furious Aera Venom,Agi,3,7,11,15,19
79,Furious Aera Venom,Defense,11,22,33,44,55
79,Furious Aera Venom,Stun,11,23,35,47,59
79,Furious Aera Venom,Stun Resist,67,134,201,268,335
79,Furious Aera Venom,Max MP,66,132,198,264,331
79,Furious Aera Venom,Crystal of Power,9,18,27,36,45
80,The Great Dux Arks,Magic Attk,0,0,1,1,2
80,The Great Dux Arks,Agi,3,7,11,15,19
80,The Great Dux Arks,Int,1,2,3,4,6
80,The Great Dux Arks,Magic Def,24,49,74,99,124
80,The Great Dux Arks,Crit Resist,77,154,231,308,386
80,The Great Dux Arks,Crystal of Power,9,18,27,36,45
81,Ignacio Gigante,Attk Power,0,1,1,2,3
81,Ignacio Gigante,Str,1,3,4,6,8
81,Ignacio Gigante,Defense,33,66,99,132,166
81,Ignacio Gigante,Magic Def,24,49,74,99,124
81,Ignacio Gigante,Crit Resist,18,36,54,72,91
81,Ignacio Gigante,Max HP,42,84,127,169,212
81,Ignacio Gigante,Crystal of Power,9,18,27,36,45
84,"Fell Guardian, Keeper of the Forest",Int,3,6,9,12,15
84,"Fell Guardian, Keeper of the Forest",Magic Attk,7,14,21,28,36
84,"Fell Guardian, Keeper of the Forest",Magic Def,25,50,76,101,127
84,"Fell Guardian, Keeper of the Forest",Crit Resist,86,172,258,344,430
84,"Fell Guardian, Keeper of the Forest",Max HP,32,64,97,129,162
84,"Fell Guardian, Keeper of the Forest",MP Recovery,1,2,3,4,6
84,"Fell Guardian, Keeper of the Forest",Crit Damage,13,27,40,54,68
84,"Fell Guardian, Keeper of the Forest",Crystal of Power,18,36,54,72,90
Mysterious Resting Place (Tomb Invader)
Card No.,Monster Card,Status,Value for each Rarity
83,Devoured Echo Adventurer,Vit,3,6,9,12,15
83,Devoured Echo Adventurer,Attk Power,2,4,6,8,11
83,Devoured Echo Adventurer,Magic Attk,2,4,6,8,11
83,Devoured Echo Adventurer,Crit,9,19,29,39,49
83,Devoured Echo Adventurer,Crit Resist,37,75,113,151,189
83,Devoured Echo Adventurer,Max MP,66,132,198,264,330
83,Devoured Echo Adventurer,Crit Damage,16,33,50,67,84
83,Devoured Echo Adventurer,Crystal of Power,9,18,27,36,45
86,Devoured Echo Chemise,Str,5,11,17,23,29
86,Devoured Echo Chemise,Attk Power,7,14,21,28,36
86,Devoured Echo Chemise,Stun,31,63,94,126,158
86,Devoured Echo Chemise,Crit,21,43,65,87,109
86,Devoured Echo Chemise,Crit Resist,57,114,172,229,287
86,Devoured Echo Chemise,Paralyze,43,87,131,175,219
86,Devoured Echo Chemise,Stun Resist,57,114,172,229,287
86,Devoured Echo Chemise,Crit Damage,28,57,86,115,144
86,Devoured Echo Chemise,Crystal of Power,18,36,54,72,90
Mist Nest
Card No.,Monster Card,Status,Value for each Rarity
82,Rusty Mist Gustcry,Crit,47,95,143,191,239
82,Rusty Mist Gustcry,Stun Resist,25,51,77,103,129
82,Rusty Mist Gustcry,Max HP,101,202,304,405,507
82,Rusty Mist Gustcry,Crit Damage,16,33,50,67,84
82,Rusty Mist Gustcry,Crystal of Power,9,18,27,36,45
85,Weeping Mist Queen,Str,5,11,17,23,29
85,Weeping Mist Queen,Vit,4,9,14,19,24
85,Weeping Mist Queen,Defense,28,57,86,115,144
85,Weeping Mist Queen,Stun,88,177,266,355,444
85,Weeping Mist Queen,Max HP,177,354,532,709,887
85,Weeping Mist Queen,Crystal of Power,18,36,54,72,90
Black Dragon Nest
Card No.,Monster Card,Status,Value for each Rarity
87,Centurian Ogre Baopar,Attk Power,1,3,4,6,8
87,Centurian Ogre Baopar,Defense,93,186,279,372,465
87,Centurian Ogre Baopar,Stun,141,282,424,565,707
87,Centurian Ogre Baopar,Paralyze,209,418,627,836,1046
87,Centurian Ogre Baopar,Stun Resist,22,44,66,88,110
87,Centurian Ogre Baopar,Crystal of Power,27,54,81,108,135
88,Engata General Umbala,Str,5,10,15,20,26
88,Engata General Umbala,Agi,5,10,15,20,26
88,Engata General Umbala,Para Resist,213,426,639,852,1066
88,Engata General Umbala,Max MP,291,582,873,1164,1456
88,Engata General Umbala,Crit Damage,138,276,415,553,692
88,Engata General Umbala,Crystal of Power,27,54,81,108,135
